slice_0based,pattern_id,cfu_id,pattern_n_members,cfu_n_events,Ap_pattern_pixels,Acfu_pixels,overlap_pixels,ratio,coverage,passes_overlap,passes_ratio,passes_coverage,passes_members
7,9,8,2,28,60,1205,60,20.083333333333332,1.0,1,0,1,0
7,18,44,3,8,224,38,38,5.894736842105263,1.0,1,0,1,0
7,19,44,2,8,233,38,38,6.131578947368421,1.0,1,0,1,0
7,30,8,2,28,165,1205,165,7.303030303030303,1.0,1,0,1,0
7,31,8,2,28,53,1205,53,22.735849056603772,1.0,1,0,1,0
7,51,55,4,6,403,86,86,4.686046511627907,1.0,1,0,1,0
7,56,25,8,13,3148,73,73,43.12328767123287,1.0,1,0,1,1
7,56,65,8,5,3148,34,34,92.58823529411765,1.0,1,0,1,1
7,63,50,6,6,1188,64,64,18.5625,1.0,1,0,1,1
7,69,50,3,6,579,64,64,9.046875,1.0,1,0,1,0
7,71,65,3,5,632,34,34,18.58823529411765,1.0,1,0,1,0
7,86,9,6,27,912,147,147,6.204081632653061,1.0,1,0,1,1
7,124,15,2,21,351,46,46,7.630434782608695,1.0,1,0,1,0
7,137,25,2,13,986,73,73,13.506849315068493,1.0,1,0,1,0
7,137,65,2,5,986,34,34,29.0,1.0,1,0,1,0
7,138,44,4,8,1956,38,38,51.473684210526315,1.0,1,0,1,0
7,138,65,4,5,1956,34,34,57.529411764705884,1.0,1,0,1,0
7,140,9,6,27,980,147,147,6.666666666666667,1.0,1,0,1,1
7,140,50,6,6,980,64,64,15.3125,1.0,1,0,1,1
7,144,9,2,27,468,147,147,3.183673469387755,1.0,1,0,1,0
7,161,25,5,13,2934,73,73,40.19178082191781,1.0,1,0,1,1
7,162,25,3,13,1167,73,73,15.986301369863014,1.0,1,0,1,0
7,173,44,2,8,2252,38,38,59.26315789473684,1.0,1,0,1,0
7,173,65,2,5,2252,34,34,66.23529411764706,1.0,1,0,1,0
7,174,25,4,13,1124,73,73,15.397260273972602,1.0,1,0,1,0
7,174,65,4,5,1124,34,34,33.05882352941177,1.0,1,0,1,0
7,176,25,5,13,783,73,73,10.726027397260275,1.0,1,0,1,1
7,177,65,3,5,1389,34,34,40.85294117647059,1.0,1,0,1,0
7,186,25,2,13,1434,73,73,19.643835616438356,1.0,1,0,1,0
7,195,65,3,5,1213,34,34,35.6764705882353,1.0,1,0,1,0
7,197,65,5,5,1070,34,34,31.470588235294116,1.0,1,0,1,1
7,199,44,4,8,2443,38,38,64.28947368421052,1.0,1,0,1,0
7,201,43,4,8,1446,73,73,19.80821917808219,1.0,1,0,1,0
7,218,15,3,21,651,46,46,14.152173913043478,1.0,1,0,1,0
7,243,25,3,13,2336,73,73,32.0,1.0,1,0,1,0
7,243,65,3,5,2336,34,34,68.70588235294117,1.0,1,0,1,0
7,244,44,3,8,2366,38,38,62.26315789473684,1.0,1,0,1,0
7,244,65,3,5,2366,34,34,69.58823529411765,1.0,1,0,1,0
7,265,15,3,21,1110,46,46,24.130434782608695,1.0,1,0,1,0
7,291,60,5,5,2116,40,40,52.9,1.0,1,0,1,1
7,293,60,2,5,2765,40,40,69.125,1.0,1,0,1,0
7,297,60,4,5,3374,40,40,84.35,1.0,1,0,1,0
7,58,9,5,27,663,147,146,4.510204081632653,0.9931972789115646,1,0,1,1
7,63,9,6,27,1188,147,146,8.081632653061224,0.9931972789115646,1,0,1,1
7,69,9,3,27,579,147,146,3.938775510204082,0.9931972789115646,1,0,1,0
7,88,9,2,27,431,147,146,2.931972789115646,0.9931972789115646,1,1,1,0
7,56,37,8,9,3148,133,132,23.669172932330827,0.9924812030075187,1,0,1,1
7,172,36,2,9,669,80,79,8.3625,0.9875,1,0,1,0
7,54,9,3,27,594,147,145,4.040816326530612,0.9863945578231292,1,0,1,0
7,71,25,3,13,632,73,72,8.657534246575343,0.9863013698630136,1,0,1,0
7,298,53,5,6,943,67,66,14.074626865671641,0.9850746268656716,1,0,1,1
7,298,50,5,6,943,64,63,14.734375,0.984375,1,0,1,1
7,67,55,4,6,324,86,84,3.7674418604651163,0.9767441860465116,1,0,1,0
7,306,43,4,8,4437,73,71,60.78082191780822,0.9726027397260274,1,0,1,0
7,186,65,2,5,1434,34,33,42.1764705882353,0.9705882352941176,1,0,1,0
7,199,53,4,6,2443,67,65,36.46268656716418,0.9701492537313433,1,0,1,0
7,54,50,3,6,594,64,62,9.28125,0.96875,1,0,1,0
7,175,50,3,6,544,64,62,8.5,0.96875,1,0,1,0
7,56,36,8,9,3148,80,77,39.35,0.9625,1,0,1,1
7,199,25,4,13,2443,73,70,33.465753424657535,0.958904109589041,1,0,1,0
7,175,53,3,6,544,67,64,8.119402985074627,0.9552238805970149,1,0,1,0
7,38,50,2,6,144,64,61,2.25,0.953125,1,1,1,0
7,201,50,4,6,1446,64,61,22.59375,0.953125,1,0,1,0
7,17,44,3,8,115,38,36,3.026315789473684,0.9473684210526315,1,0,1,0
7,21,44,3,8,115,38,36,3.026315789473684,0.9473684210526315,1,0,1,0
7,66,44,3,8,115,38,36,3.026315789473684,0.9473684210526315,1,0,1,0
7,199,43,4,8,2443,73,69,33.465753424657535,0.9452054794520548,1,0,1,0
7,174,36,4,9,1124,80,75,14.05,0.9375,1,0,1,0
7,305,36,2,9,2347,80,75,29.3375,0.9375,1,0,1,0
7,306,9,4,27,4437,147,137,30.183673469387756,0.9319727891156463,1,0,1,0
7,175,43,3,8,544,73,68,7.4520547945205475,0.9315068493150684,1,0,1,0
7,305,53,2,6,2347,67,62,35.02985074626866,0.9253731343283582,1,0,1,0
7,201,9,4,27,1446,147,136,9.83673469387755,0.9251700680272109,1,0,1,0
7,58,50,5,6,663,64,59,10.359375,0.921875,1,0,1,1
7,162,36,3,9,1167,80,73,14.5875,0.9125,1,0,1,0
7,161,9,5,27,2934,147,134,19.959183673469386,0.9115646258503401,1,0,1,1
7,64,9,3,27,459,147,131,3.122448979591837,0.891156462585034,1,0,1,0
7,298,43,5,8,943,73,65,12.917808219178083,0.8904109589041096,1,0,1,1
7,135,52,3,6,471,89,79,5.292134831460674,0.8876404494382022,1,0,1,0
7,176,65,5,5,783,34,30,23.029411764705884,0.8823529411764706,1,0,1,1
7,181,65,6,5,1272,34,30,37.411764705882355,0.8823529411764706,1,0,1,1
7,217,8,2,28,102,1205,89,11.813725490196079,0.8725490196078431,1,0,1,0
7,80,36,2,9,574,80,69,7.175,0.8625,1,0,1,0
7,138,50,4,6,1956,64,55,30.5625,0.859375,1,0,1,0
7,172,52,2,6,669,89,76,7.51685393258427,0.8539325842696629,1,0,1,0
7,306,52,4,6,4437,89,76,49.853932584269664,0.8539325842696629,1,0,1,0
7,232,65,5,5,286,34,29,8.411764705882353,0.8529411764705882,1,0,1,1
7,306,53,4,6,4437,67,57,66.22388059701493,0.8507462686567164,1,0,1,0
7,196,36,2,9,484,80,68,6.05,0.85,1,0,1,0
7,161,50,5,6,2934,64,54,45.84375,0.84375,1,0,1,1
7,173,50,2,6,2252,64,54,35.1875,0.84375,1,0,1,0
7,79,36,3,9,289,80,67,3.6125,0.8375,1,0,1,0
7,161,36,5,9,2934,80,67,36.675,0.8375,1,0,1,1
7,135,43,3,8,471,73,61,6.4520547945205475,0.8356164383561644,1,0,1,0
7,140,43,6,8,980,73,61,13.424657534246576,0.8356164383561644,1,0,1,1
7,143,25,3,13,866,73,61,11.863013698630137,0.8356164383561644,1,0,1,0
7,161,43,5,8,2934,73,61,40.19178082191781,0.8356164383561644,1,0,1,1
7,306,50,4,6,4437,64,53,69.328125,0.828125,1,0,1,0
7,306,65,4,5,4437,34,28,130.5,0.8235294117647058,1,0,1,0
7,177,25,3,13,1389,73,60,19.027397260273972,0.821917808219178,1,0,1,0
7,161,44,5,8,2934,38,31,77.21052631578948,0.8157894736842105,1,0,1,1
7,42,55,4,6,278,86,70,3.2325581395348837,0.813953488372093,1,0,1,0
7,94,50,2,6,279,64,52,4.359375,0.8125,1,0,1,0
7,181,36,6,9,1272,80,65,15.9,0.8125,1,0,1,1
7,298,42,5,8,943,32,26,29.46875,0.8125,1,0,1,1
7,6,9,4,27,377,147,119,2.564625850340136,0.8095238095238095,1,1,1,0
7,186,9,2,27,1434,147,119,9.755102040816327,0.8095238095238095,1,0,1,0
7,243,9,3,27,2336,147,119,15.891156462585034,0.8095238095238095,1,0,1,0
7,181,25,6,13,1272,73,59,17.424657534246574,0.8082191780821918,1,0,1,1
7,86,38,6,9,912,60,48,15.2,0.8,1,0,1,1
7,117,38,2,9,101,60,48,1.6833333333333333,0.8,1,1,1,0
7,161,38,5,9,2934,60,48,48.9,0.8,1,0,1,1
7,201,38,4,9,1446,60,48,24.1,0.8,1,0,1,0
7,177,50,3,6,1389,64,51,21.703125,0.796875,1,0,1,0
7,186,50,2,6,1434,64,51,22.40625,0.796875,1,0,1,0
7,243,50,3,6,2336,64,51,36.5,0.796875,1,0,1,0
7,244,50,3,6,2366,64,51,36.96875,0.796875,1,0,1,0
7,175,9,3,27,544,147,117,3.7006802721088436,0.7959183673469388,1,0,1,0
7,180,39,3,8,131,38,30,3.4473684210526314,0.7894736842105263,1,0,1,0
7,243,37,3,9,2336,133,105,17.56390977443609,0.7894736842105263,1,0,1,0
7,305,44,2,8,2347,38,30,61.76315789473684,0.7894736842105263,1,0,1,0
7,151,9,4,27,785,147,116,5.340136054421769,0.7891156462585034,1,0,1,0
