slice_0based,pattern_id,cfu_id,pattern_n_members,cfu_n_events,Ap_pattern_pixels,Acfu_pixels,overlap_pixels,ratio,coverage,passes_overlap,passes_ratio,passes_coverage,passes_members
2,106,45,3,8,732,64,33,11.4375,0.515625,1,0,1,0
2,20,53,4,7,72,508,37,7.055555555555555,0.5138888888888888,1,0,1,0
2,210,72,2,5,64,37,19,1.7297297297297298,0.5135135135135135,1,1,1,0
2,108,3,5,135,414,359,184,1.1532033426183843,0.5125348189415042,1,1,1,1
2,58,76,6,5,83,49,25,1.6938775510204083,0.5102040816326531,1,1,1,1
2,166,1,2,242,597,312,159,1.9134615384615385,0.5096153846153846,1,1,1,0
2,134,67,2,6,199,71,36,2.8028169014084505,0.5070422535211268,1,1,1,0
2,260,21,2,15,1638,81,41,20.22222222222222,0.5061728395061729,1,0,1,0
2,18,45,2,8,92,64,32,1.4375,0.5,1,1,1,0
2,41,2,3,173,56,297,28,5.303571428571429,0.5,1,0,1,0
2,75,77,2,5,70,52,26,1.3461538461538463,0.5,1,1,1,0
2,130,74,2,5,261,28,14,9.321428571428571,0.5,1,0,1,0
2,133,48,2,7,88,38,19,2.3157894736842106,0.5,1,1,1,0
2,164,45,2,8,1351,64,32,21.109375,0.5,1,0,1,0
2,30,53,6,7,107,508,53,4.747663551401869,0.4953271028037383,1,0,0,1
2,98,54,2,7,1558,103,51,15.12621359223301,0.49514563106796117,1,0,0,0
2,118,10,4,26,2385,172,85,13.866279069767442,0.4941860465116279,1,0,0,0
2,166,72,2,5,597,37,18,16.135135135135137,0.4864864864864865,1,0,0,0
2,97,3,2,135,183,359,89,1.9617486338797814,0.48633879781420764,1,1,0,0
2,106,22,3,15,732,58,28,12.620689655172415,0.4827586206896552,1,0,0,0
2,33,21,3,15,207,81,39,2.5555555555555554,0.48148148148148145,1,1,0,0
2,90,54,2,7,81,103,39,1.271604938271605,0.48148148148148145,1,1,0,0
2,185,1,3,242,590,312,150,1.891025641025641,0.4807692307692308,1,1,0,0
2,178,67,3,6,1755,71,34,24.718309859154928,0.4788732394366197,1,0,0,0
2,152,53,2,7,63,508,30,8.063492063492063,0.47619047619047616,1,0,0,0
2,153,53,3,7,63,508,30,8.063492063492063,0.47619047619047616,1,0,0,0
2,204,54,2,7,374,103,49,3.6310679611650487,0.47572815533980584,1,0,0,0
2,228,2,2,173,484,297,141,1.6296296296296295,0.47474747474747475,1,1,0,0
2,36,39,2,8,121,118,56,1.0254237288135593,0.4745762711864407,1,1,0,0
2,16,78,3,5,249,220,104,1.1318181818181818,0.4727272727272727,1,1,0,0
2,136,78,2,5,240,220,104,1.0909090909090908,0.4727272727272727,1,1,0,0
2,86,23,2,14,327,17,8,19.235294117647058,0.47058823529411764,1,0,0,0
2,196,23,2,14,57,17,8,3.3529411764705883,0.47058823529411764,1,0,0,0
2,27,47,4,7,492,83,39,5.927710843373494,0.46987951807228917,1,0,0,0
2,201,47,2,7,492,83,39,5.927710843373494,0.46987951807228917,1,0,0,0
2,140,45,2,8,579,64,30,9.046875,0.46875,1,0,0,0
2,17,78,3,5,250,220,103,1.1363636363636365,0.4681818181818182,1,1,0,0
2,22,3,2,135,1351,359,168,3.7632311977715878,0.467966573816156,1,0,0,0
2,218,22,3,15,992,58,27,17.103448275862068,0.46551724137931033,1,0,0,0
2,44,3,3,135,488,359,167,1.3593314763231197,0.46518105849582175,1,1,0,0
2,44,53,3,7,488,508,227,1.040983606557377,0.4651639344262295,1,1,0,0
2,39,10,2,26,327,172,80,1.9011627906976745,0.46511627906976744,1,1,0,0
2,164,53,2,7,1351,508,236,2.659448818897638,0.4645669291338583,1,1,0,0
2,172,74,4,5,148,28,13,5.285714285714286,0.4642857142857143,1,0,0,0
2,173,74,2,5,143,28,13,5.107142857142857,0.4642857142857143,1,0,0,0
2,194,74,2,5,299,28,13,10.678571428571429,0.4642857142857143,1,0,0,0
2,149,78,2,5,526,220,102,2.390909090909091,0.4636363636363636,1,1,0,0
2,130,72,2,5,261,37,17,7.054054054054054,0.4594594594594595,1,0,0,0
2,178,35,3,10,1755,37,17,47.432432432432435,0.4594594594594595,1,0,0,0
2,194,72,2,5,299,37,17,8.08108108108108,0.4594594594594595,1,0,0,0
2,22,10,2,26,1351,172,79,7.854651162790698,0.45930232558139533,1,0,0,0
2,216,10,3,26,707,172,79,4.1104651162790695,0.45930232558139533,1,0,0,0
2,260,78,2,5,1638,220,101,7.445454545454545,0.4590909090909091,1,0,0,0
2,218,3,3,135,992,359,163,2.7632311977715878,0.45403899721448465,1,1,0,0
2,19,45,3,8,104,64,29,1.625,0.453125,1,1,0,0
2,119,45,2,8,200,64,29,3.125,0.453125,1,0,0,0
2,93,3,2,135,95,359,43,3.778947368421053,0.45263157894736844,1,0,0,0
2,289,12,2,23,1604,206,93,7.786407766990291,0.45145631067961167,1,0,0,0
2,120,53,2,7,174,508,78,2.9195402298850577,0.4482758620689655,1,1,0,0
2,140,22,2,15,579,58,26,9.982758620689655,0.4482758620689655,1,0,0,0
2,96,2,4,173,1409,297,133,4.744107744107744,0.4478114478114478,1,0,0,0
2,21,21,4,15,242,81,36,2.9876543209876543,0.4444444444444444,1,1,0,0
2,213,21,2,15,1715,81,36,21.17283950617284,0.4444444444444444,1,0,0,0
2,22,53,2,7,1351,508,223,2.659448818897638,0.4389763779527559,1,1,0,0
2,245,7,2,35,55,16816,24,305.74545454545455,0.43636363636363634,1,0,0,0
2,251,3,4,135,168,359,73,2.136904761904762,0.43452380952380953,1,1,0,0
2,289,5,2,57,1604,584,253,2.7465753424657535,0.4332191780821918,1,1,0,0
2,86,72,2,5,327,37,16,8.837837837837839,0.43243243243243246,1,0,0,0
2,180,72,3,5,246,37,16,6.648648648648648,0.43243243243243246,1,0,0,0
2,132,21,4,15,900,81,35,11.11111111111111,0.43209876543209874,1,0,0,0
2,106,3,3,135,732,359,155,2.0389972144846795,0.43175487465181056,1,1,0,0
2,190,1,3,242,218,312,94,1.4311926605504588,0.43119266055045874,1,1,0,0
2,115,74,2,5,422,28,12,15.071428571428571,0.42857142857142855,1,0,0,0
2,143,74,2,5,371,28,12,13.25,0.42857142857142855,1,0,0,0
2,190,74,3,5,218,28,12,7.785714285714286,0.42857142857142855,1,0,0,0
2,205,78,3,5,594,220,94,2.7,0.42727272727272725,1,1,0,0
2,261,27,4,12,3639,82,35,44.3780487804878,0.4268292682926829,1,0,0,0
2,47,10,2,26,329,172,73,1.9127906976744187,0.42441860465116277,1,1,0,0
2,115,2,2,173,422,297,126,1.4208754208754208,0.42424242424242425,1,1,0,0
2,156,1,4,242,128,312,54,2.4375,0.421875,1,1,0,0
2,168,1,2,242,128,312,54,2.4375,0.421875,1,1,0,0
2,178,45,3,8,1755,64,27,27.421875,0.421875,1,0,0,0
2,93,53,2,7,95,508,40,5.347368421052631,0.42105263157894735,1,0,0,0
2,96,3,4,135,1409,359,151,3.9247910863509747,0.4206128133704735,1,0,0,0
2,23,3,2,135,231,359,97,1.5541125541125542,0.4199134199134199,1,1,0,0
