slice_0based,pattern_id,cfu_id,pattern_n_members,cfu_n_events,Ap_pattern_pixels,Acfu_pixels,overlap_pixels,ratio,coverage,passes_overlap,passes_ratio,passes_coverage,passes_members
10,119,25,3,7,65,1561,65,24.015384615384615,1.0,1,0,1,0
10,121,25,3,7,100,1561,100,15.61,1.0,1,0,1,0
10,195,3,2,53,87,958,87,11.011494252873563,1.0,1,0,1,0
10,240,2,2,98,427,15872,427,37.17096018735363,1.0,1,0,1,0
10,252,5,3,19,6034,77,77,78.36363636363636,1.0,1,0,1,0
10,255,5,2,19,4967,77,77,64.50649350649351,1.0,1,0,1,0
10,330,2,3,98,234,15872,234,67.82905982905983,1.0,1,0,1,0
10,331,2,2,98,84,15872,84,188.95238095238096,1.0,1,0,1,0
10,337,2,2,98,84,15872,84,188.95238095238096,1.0,1,0,1,0
10,251,6,2,15,65,720,64,11.076923076923077,0.9846153846153847,1,0,1,0
10,113,25,3,7,56,1561,55,27.875,0.9821428571428571,1,0,1,0
10,269,5,2,19,6545,77,74,85.0,0.961038961038961,1,0,1,0
10,4,3,2,53,274,958,261,3.4963503649635035,0.9525547445255474,1,0,1,0
10,295,3,2,53,104,958,98,9.211538461538462,0.9423076923076923,1,0,1,0
10,1,4,2,19,1114,177,163,6.293785310734464,0.9209039548022598,1,0,1,0
10,143,25,2,7,185,1561,169,8.437837837837838,0.9135135135135135,1,0,1,0
10,13,25,3,7,61,1561,55,25.59016393442623,0.9016393442622951,1,0,1,0
10,130,25,3,7,61,1561,55,25.59016393442623,0.9016393442622951,1,0,1,0
10,308,2,3,98,281,15872,247,56.48398576512456,0.8790035587188612,1,0,1,0
10,313,4,2,19,951,177,155,5.372881355932203,0.8757062146892656,1,0,1,0
10,298,2,5,98,915,15872,798,17.346448087431693,0.8721311475409836,1,0,1,1
10,98,25,2,7,76,1561,66,20.539473684210527,0.868421052631579,1,0,1,0
10,269,25,2,7,6545,1561,1351,4.192825112107624,0.8654708520179372,1,0,1,0
10,296,2,3,98,73,15872,60,217.42465753424656,0.821917808219178,1,0,1,0
10,256,5,3,19,4063,77,63,52.76623376623377,0.8181818181818182,1,0,1,0
10,99,25,2,7,59,1561,48,26.45762711864407,0.8135593220338984,1,0,1,0
10,318,2,3,98,672,15872,516,23.61904761904762,0.7678571428571429,1,0,1,0
10,297,2,5,98,692,15872,521,22.936416184971097,0.7528901734104047,1,0,1,1
10,0,8,3,14,378,81,60,4.666666666666667,0.7407407407407407,1,0,1,0
10,218,1,2,103,50,1065,37,21.3,0.74,1,0,1,0
10,0,4,3,19,378,177,130,2.135593220338983,0.7344632768361582,1,1,1,0
10,1,8,2,14,1114,81,59,13.753086419753087,0.7283950617283951,1,0,1,0
10,275,5,2,19,3205,77,55,41.62337662337662,0.7142857142857143,1,0,1,0
10,306,2,3,98,141,15872,97,112.56737588652483,0.6879432624113475,1,0,1,0
10,35,25,2,7,116,1561,79,13.456896551724139,0.6810344827586207,1,0,1,0
10,294,8,2,14,316,81,54,3.9012345679012346,0.6666666666666666,1,0,1,0
10,252,25,3,7,6034,1561,1032,3.8654708520179373,0.66111467008328,1,0,1,0
10,250,6,2,15,205,720,135,3.5121951219512195,0.6585365853658537,1,0,1,0
10,294,4,2,19,316,177,116,1.7853107344632768,0.655367231638418,1,1,1,0
