slice_0based,pattern_id,cfu_id,pattern_n_members,cfu_n_events,Ap_pattern_pixels,Acfu_pixels,overlap_pixels,ratio,coverage,passes_overlap,passes_ratio,passes_coverage,passes_members
6,31,11,6,34,359,176,142,2.039772727272727,0.8068181818181818,1,1,1,1
6,316,2,9,60,5861,9620,4364,1.6413581300119433,0.7445828356935676,1,1,1,1
6,317,2,7,60,13228,9620,5932,1.375051975051975,0.6166320166320166,1,1,1,1
6,187,32,6,13,164,251,99,1.5304878048780488,0.6036585365853658,1,1,1,1
6,228,28,5,15,158,88,52,1.7954545454545454,0.5909090909090909,1,1,1,1
6,291,2,6,60,14538,9620,5337,1.5112266112266113,0.5547817047817047,1,1,1,1
6,298,2,6,60,12213,9620,5301,1.2695426195426196,0.5510395010395011,1,1,1,1
