slice_0based,pattern_id,cfu_id,pattern_n_members,cfu_n_events,Ap_pattern_pixels,Acfu_pixels,overlap_pixels,ratio,coverage,passes_overlap,passes_ratio,passes_coverage,passes_members
11,283,1,2,93,269,23705,269,88.12267657992565,1.0,1,0,1,0
11,284,1,2,93,841,23705,841,28.18668252080856,1.0,1,0,1,0
11,287,1,4,93,165,23705,165,143.66666666666666,1.0,1,0,1,0
11,288,1,4,93,340,23705,340,69.72058823529412,1.0,1,0,1,0
11,289,1,2,93,510,23705,510,46.48039215686274,1.0,1,0,1,0
11,297,1,2,93,133,23705,133,178.2330827067669,1.0,1,0,1,0
11,300,1,4,93,1076,23705,1076,22.030669144981413,1.0,1,0,1,0
11,304,1,2,93,288,23705,288,82.30902777777777,1.0,1,0,1,0
11,306,1,4,93,1298,23705,1298,18.26271186440678,1.0,1,0,1,0
11,317,1,3,93,85,23705,85,278.88235294117646,1.0,1,0,1,0
11,322,1,2,93,79,23705,79,300.0632911392405,1.0,1,0,1,0
11,324,1,3,93,605,23705,605,39.18181818181818,1.0,1,0,1,0
11,237,21,2,5,5167,68,67,75.98529411764706,0.9852941176470589,1,0,1,0
11,301,1,2,93,1037,23705,1021,22.85920925747348,0.9845708775313404,1,0,1,0
11,313,1,2,93,88,23705,84,269.375,0.9545454545454546,1,0,1,0
11,295,1,4,93,2344,23705,2207,10.113054607508532,0.9415529010238908,1,0,1,0
11,24,22,2,5,1243,126,112,9.865079365079366,0.8888888888888888,1,0,1,0
11,26,18,2,6,971,52,46,18.673076923076923,0.8846153846153846,1,0,1,0
11,71,22,3,5,654,126,110,5.190476190476191,0.873015873015873,1,0,1,0
11,298,1,8,93,3478,23705,3018,6.815698677400805,0.8677400805060379,1,0,1,1
11,33,3,2,40,349,957,300,2.7421203438395416,0.8595988538681948,1,1,1,0
11,245,1,2,93,68,23705,58,348.6029411764706,0.8529411764705882,1,0,1,0
11,247,1,2,93,68,23705,58,348.6029411764706,0.8529411764705882,1,0,1,0
11,296,1,5,93,209,23705,178,113.42105263157895,0.8516746411483254,1,0,1,1
11,246,1,2,93,67,23705,57,353.8059701492537,0.8507462686567164,1,0,1,0
11,226,21,2,5,5248,68,57,77.17647058823529,0.8382352941176471,1,0,1,0
11,35,3,2,40,77,957,64,12.428571428571429,0.8311688311688312,1,0,1,0
11,293,1,2,93,176,23705,146,134.6875,0.8295454545454546,1,0,1,0
11,24,18,2,6,1243,52,43,23.903846153846153,0.8269230769230769,1,0,1,0
11,26,22,2,5,971,126,104,7.7063492063492065,0.8253968253968254,1,0,1,0
11,72,15,2,6,68,20,16,3.4,0.8,1,0,1,0
11,73,15,2,6,72,20,16,3.6,0.8,1,0,1,0
11,315,1,2,93,3469,23705,2674,6.833381377918709,0.7708273277601614,1,0,1,0
11,82,19,2,6,70,154,53,2.2,0.7571428571428571,1,1,1,0
11,316,1,4,93,3458,23705,2602,6.855118565644881,0.7524580682475419,1,0,1,0
11,323,18,2,6,1016,52,39,19.53846153846154,0.75,1,0,1,0
11,299,1,9,93,3671,23705,2701,6.457368564423863,0.7357668210296922,1,0,1,1
11,133,21,2,5,127,68,50,1.8676470588235294,0.7352941176470589,1,1,1,0
11,303,1,2,93,3272,23705,2365,7.244804400977995,0.722799511002445,1,0,1,0
11,290,1,5,93,3682,23705,2647,6.438077131993482,0.7189027702335687,1,0,1,1
11,310,1,3,93,3155,23705,2251,7.513470681458003,0.7134706814580032,1,0,1,0
11,321,1,4,93,5533,23705,3636,4.284294234592445,0.6571480209651184,1,0,1,0
11,256,19,2,6,70,154,46,2.2,0.6571428571428571,1,1,1,0
11,257,19,2,6,107,154,70,1.439252336448598,0.6542056074766355,1,1,1,0
11,56,21,3,5,260,68,44,3.823529411764706,0.6470588235294118,1,0,1,0
11,292,22,3,5,453,126,81,3.5952380952380953,0.6428571428571429,1,0,1,0
11,308,1,2,93,1882,23705,1204,12.595642933049946,0.6397449521785334,1,0,1,0
11,125,19,2,6,135,154,86,1.1407407407407408,0.6370370370370371,1,1,1,0
11,71,3,3,40,654,957,396,1.463302752293578,0.6055045871559633,1,1,1,0
11,302,1,14,93,5962,23705,3590,3.9760147601476015,0.6021469305602147,1,0,1,1
11,24,3,2,40,1243,957,569,1.2988505747126438,0.5945663531870429,1,1,1,0
11,323,3,2,40,1016,957,568,1.0616509926854754,0.593521421107628,1,1,1,0
11,25,3,2,40,271,957,159,3.5313653136531364,0.5867158671586716,1,0,1,0
11,323,22,2,5,1016,126,73,8.063492063492063,0.5793650793650794,1,0,1,0
11,292,3,3,40,453,957,254,2.1125827814569536,0.5607064017660044,1,1,1,0
11,126,21,2,5,189,68,36,2.7794117647058822,0.5294117647058824,1,1,1,0
11,25,22,2,5,271,126,65,2.1507936507936507,0.5158730158730159,1,1,1,0
11,57,21,2,5,159,68,35,2.338235294117647,0.5147058823529411,1,1,1,0
11,42,15,3,6,128,20,10,6.4,0.5,1,0,1,0
11,228,22,2,5,431,126,63,3.4206349206349205,0.5,1,0,1,0
11,127,21,2,5,215,68,32,3.161764705882353,0.47058823529411764,1,0,0,0
11,26,3,2,40,971,957,442,1.0146290491118077,0.4618599791013584,1,1,0,0
11,207,1,2,93,107,23705,43,221.54205607476635,0.40186915887850466,1,0,0,0
11,236,21,2,5,8360,68,27,122.94117647058823,0.39705882352941174,1,0,0,0
11,273,1,2,93,199,23705,79,119.12060301507537,0.3969849246231156,1,0,0,0
11,33,22,2,5,349,126,49,2.7698412698412698,0.3888888888888889,1,1,0,0
11,10,21,5,5,896,68,26,13.176470588235293,0.38235294117647056,1,0,0,1
11,21,21,4,5,893,68,26,13.132352941176471,0.38235294117647056,1,0,0,0
11,274,1,2,93,193,23705,73,122.8238341968912,0.37823834196891193,1,0,0,0
11,228,3,2,40,431,957,145,2.2204176334106727,0.33642691415313225,1,1,0,0
11,307,1,4,93,2630,23705,876,9.013307984790874,0.33307984790874523,1,0,0,0
11,232,1,2,93,237,23705,73,100.0210970464135,0.3080168776371308,1,0,0,0
11,207,8,2,7,107,542,32,5.065420560747664,0.29906542056074764,1,0,0,0
11,237,19,2,6,5167,154,46,33.55194805194805,0.2987012987012987,1,0,0,0
11,226,19,2,6,5248,154,41,34.077922077922075,0.2662337662337662,1,0,0,0
11,56,19,3,6,260,154,37,1.6883116883116882,0.24025974025974026,1,1,0,0
11,71,18,3,6,654,52,12,12.576923076923077,0.23076923076923078,1,0,0,0
11,228,2,2,61,431,730,97,1.6937354988399071,0.22505800464037123,1,1,0,0
11,17,3,2,40,117,957,26,8.179487179487179,0.2222222222222222,1,0,0,0
11,8,21,3,5,269,68,15,3.9558823529411766,0.22058823529411764,1,0,0,0
11,91,2,4,61,78,730,17,9.35897435897436,0.21794871794871795,1,0,0,0
11,232,8,2,7,237,542,48,2.2869198312236287,0.20253164556962025,1,1,0,0
11,6,3,3,40,107,957,21,8.94392523364486,0.19626168224299065,1,0,0,0
11,133,1,2,93,127,23705,22,186.6535433070866,0.1732283464566929,1,0,0,0
11,57,1,2,93,159,23705,23,149.08805031446542,0.14465408805031446,1,0,0,0
11,5,3,2,40,283,957,39,3.381625441696113,0.13780918727915195,1,0,0,0
11,83,21,2,5,67,68,9,1.0149253731343284,0.13432835820895522,1,1,0,0
11,133,19,2,6,127,154,17,1.2125984251968505,0.13385826771653545,1,1,0,0
11,81,21,3,5,265,68,9,3.8970588235294117,0.1323529411764706,1,0,0,0
11,35,18,2,6,77,52,6,1.4807692307692308,0.11538461538461539,1,1,0,0
11,228,18,2,6,431,52,6,8.288461538461538,0.11538461538461539,1,0,0,0
11,292,18,3,6,453,52,6,8.711538461538462,0.11538461538461539,1,0,0,0
11,126,1,2,93,189,23705,21,125.42328042328042,0.1111111111111111,1,0,0,0
11,234,21,2,5,8766,68,7,128.91176470588235,0.10294117647058823,1,0,0,0
11,127,1,2,93,215,23705,21,110.25581395348837,0.09767441860465116,1,0,0,0
11,24,20,2,5,1243,31,3,40.096774193548384,0.0967741935483871,1,0,0,0
11,128,21,4,5,56,68,5,1.2142857142857142,0.08928571428571429,1,1,0,0
11,292,2,3,61,453,730,37,1.6114790286975718,0.08167770419426049,1,1,0,0
11,28,3,4,40,310,957,24,3.087096774193548,0.07741935483870968,1,0,0,0
11,81,1,3,93,265,23705,19,89.45283018867924,0.07169811320754717,1,0,0,0
11,8,1,3,93,269,23705,19,88.12267657992565,0.07063197026022305,1,0,0,0
11,69,22,4,5,57,126,4,2.210526315789474,0.07017543859649122,1,1,0,0
11,70,22,3,5,57,126,4,2.210526315789474,0.07017543859649122,1,1,0,0
11,9,3,3,40,59,957,4,16.220338983050848,0.06779661016949153,1,0,0,0
11,216,1,2,93,59,23705,4,401.77966101694915,0.06779661016949153,1,0,0,0
11,323,2,2,61,1016,730,48,1.3917808219178083,0.06575342465753424,1,1,0,0
11,35,22,2,5,77,126,5,1.6363636363636365,0.06493506493506493,1,1,0,0
11,211,1,3,93,63,23705,4,376.26984126984127,0.06349206349206349,1,0,0,0
11,83,1,2,93,67,23705,4,353.8059701492537,0.05970149253731343,1,0,0,0
11,83,19,2,6,67,154,4,2.298507462686567,0.05970149253731343,1,1,0,0
11,56,1,3,93,260,23705,14,91.17307692307692,0.05384615384615385,1,0,0,0
11,125,21,2,5,135,68,3,1.9852941176470589,0.04411764705882353,1,1,0,0
11,24,2,2,61,1243,730,19,1.7027397260273973,0.026027397260273973,1,1,0,0
11,146,1,2,93,771,23705,20,30.74578469520104,0.02594033722438392,1,0,0,0
11,45,1,2,93,836,23705,20,28.355263157894736,0.023923444976076555,1,0,0,0
11,18,3,2,40,484,957,11,1.9772727272727273,0.022727272727272728,1,1,0,0
11,140,1,4,93,137,23705,3,173.02919708029196,0.021897810218978103,1,0,0,0
11,19,3,2,40,512,957,11,1.869140625,0.021484375,1,1,0,0
11,128,1,4,93,56,23705,1,423.30357142857144,0.017857142857142856,1,0,0,0
11,69,2,4,61,57,730,1,12.807017543859649,0.017543859649122806,1,0,0,0
11,70,2,3,61,57,730,1,12.807017543859649,0.017543859649122806,1,0,0,0
11,13,21,4,5,598,68,1,8.794117647058824,0.014705882352941176,1,0,0,0
11,257,21,2,5,107,68,1,1.5735294117647058,0.014705882352941176,1,1,0,0
11,26,2,2,61,971,730,10,1.33013698630137,0.0136986301369863,1,1,0,0
