slice_0based,pattern_id,cfu_id,pattern_n_members,cfu_n_events,Ap_pattern_pixels,Acfu_pixels,overlap_pixels,ratio,coverage,passes_overlap,passes_ratio,passes_coverage,passes_members
4,202,9,9,39,1979,135,135,14.65925925925926,1.0,1,0,1,1
4,202,12,9,35,1979,89,89,22.235955056179776,1.0,1,0,1,1
4,202,26,9,19,1979,51,51,38.80392156862745,1.0,1,0,1,1
4,202,36,9,12,1979,37,37,53.486486486486484,1.0,1,0,1,1
4,202,51,9,9,1979,52,52,38.05769230769231,1.0,1,0,1,1
4,202,61,9,7,1979,24,24,82.45833333333333,1.0,1,0,1,1
4,202,70,9,6,1979,22,22,89.95454545454545,1.0,1,0,1,1
4,202,84,9,5,1979,20,20,98.95,1.0,1,0,1,1
4,204,12,3,35,1000,89,89,11.235955056179776,1.0,1,0,1,0
4,209,80,4,5,1720,22,22,78.18181818181819,1.0,1,0,1,0
4,209,88,4,5,1720,14,14,122.85714285714286,1.0,1,0,1,0
4,213,26,3,19,187,51,51,3.6666666666666665,1.0,1,0,1,0
4,215,47,4,10,1397,78,78,17.91025641025641,1.0,1,0,1,0
4,215,84,4,5,1397,20,20,69.85,1.0,1,0,1,0
4,216,61,2,7,515,24,24,21.458333333333332,1.0,1,0,1,0
4,222,74,3,6,715,32,32,22.34375,1.0,1,0,1,0
4,229,70,3,6,693,22,22,31.5,1.0,1,0,1,0
4,233,88,2,5,588,14,14,42.0,1.0,1,0,1,0
4,236,61,5,7,303,24,24,12.625,1.0,1,0,1,1
4,240,44,4,10,367,36,36,10.194444444444445,1.0,1,0,1,0
4,243,80,2,5,1712,22,22,77.81818181818181,1.0,1,0,1,0
4,243,88,2,5,1712,14,14,122.28571428571429,1.0,1,0,1,0
4,248,26,3,19,908,51,51,17.80392156862745,1.0,1,0,1,0
4,248,31,3,14,908,34,34,26.705882352941178,1.0,1,0,1,0
4,248,61,3,7,908,24,24,37.833333333333336,1.0,1,0,1,0
4,248,74,3,6,908,32,32,28.375,1.0,1,0,1,0
4,255,74,6,6,888,32,32,27.75,1.0,1,0,1,1
4,258,70,2,6,697,22,22,31.681818181818183,1.0,1,0,1,0
4,259,74,5,6,896,32,32,28.0,1.0,1,0,1,1
4,260,26,3,19,1159,51,51,22.725490196078432,1.0,1,0,1,0
4,262,44,2,10,526,36,36,14.61111111111111,1.0,1,0,1,0
4,262,61,2,7,526,24,24,21.916666666666668,1.0,1,0,1,0
4,267,44,2,10,533,36,36,14.805555555555555,1.0,1,0,1,0
4,267,61,2,7,533,24,24,22.208333333333332,1.0,1,0,1,0
4,268,80,3,5,995,22,22,45.22727272727273,1.0,1,0,1,0
4,268,88,3,5,995,14,14,71.07142857142857,1.0,1,0,1,0
4,271,74,2,6,822,32,32,25.6875,1.0,1,0,1,0
4,275,31,2,14,288,34,34,8.470588235294118,1.0,1,0,1,0
4,275,44,2,10,288,36,36,8.0,1.0,1,0,1,0
4,275,74,2,6,288,32,32,9.0,1.0,1,0,1,0
4,277,67,3,7,1069,53,53,20.169811320754718,1.0,1,0,1,0
4,284,67,2,7,1833,53,53,34.58490566037736,1.0,1,0,1,0
4,284,88,2,5,1833,14,14,130.92857142857142,1.0,1,0,1,0
4,323,60,3,7,5290,34,34,155.58823529411765,1.0,1,0,1,0
4,335,1,2,218,5407,223,223,24.246636771300448,1.0,1,0,1,0
4,335,3,2,62,5407,126,126,42.91269841269841,1.0,1,0,1,0
4,335,4,2,50,5407,183,183,29.546448087431695,1.0,1,0,1,0
4,335,9,2,39,5407,135,135,40.05185185185185,1.0,1,0,1,0
4,335,12,2,35,5407,89,89,60.752808988764045,1.0,1,0,1,0
4,335,15,2,30,5407,160,160,33.79375,1.0,1,0,1,0
4,335,16,2,29,5407,76,76,71.14473684210526,1.0,1,0,1,0
4,335,17,2,29,5407,200,200,27.035,1.0,1,0,1,0
4,335,26,2,19,5407,51,51,106.01960784313725,1.0,1,0,1,0
4,335,31,2,14,5407,34,34,159.02941176470588,1.0,1,0,1,0
4,335,34,2,13,5407,71,71,76.15492957746478,1.0,1,0,1,0
4,335,36,2,12,5407,37,37,146.13513513513513,1.0,1,0,1,0
4,335,38,2,11,5407,52,52,103.98076923076923,1.0,1,0,1,0
4,335,44,2,10,5407,36,36,150.19444444444446,1.0,1,0,1,0
4,335,51,2,9,5407,52,52,103.98076923076923,1.0,1,0,1,0
4,335,52,2,9,5407,83,83,65.144578313253,1.0,1,0,1,0
4,335,53,2,9,5407,84,84,64.36904761904762,1.0,1,0,1,0
4,335,56,2,8,5407,41,41,131.8780487804878,1.0,1,0,1,0
4,335,61,2,7,5407,24,24,225.29166666666666,1.0,1,0,1,0
4,335,70,2,6,5407,22,22,245.77272727272728,1.0,1,0,1,0
4,335,74,2,6,5407,32,32,168.96875,1.0,1,0,1,0
4,335,80,2,5,5407,22,22,245.77272727272728,1.0,1,0,1,0
4,335,84,2,5,5407,20,20,270.35,1.0,1,0,1,0
4,335,88,2,5,5407,14,14,386.2142857142857,1.0,1,0,1,0
4,339,3,2,62,5389,126,126,42.76984126984127,1.0,1,0,1,0
4,339,4,2,50,5389,183,183,29.44808743169399,1.0,1,0,1,0
4,339,9,2,39,5389,135,135,39.91851851851852,1.0,1,0,1,0
4,339,12,2,35,5389,89,89,60.550561797752806,1.0,1,0,1,0
4,339,15,2,30,5389,160,160,33.68125,1.0,1,0,1,0
4,339,16,2,29,5389,76,76,70.90789473684211,1.0,1,0,1,0
4,339,17,2,29,5389,200,200,26.945,1.0,1,0,1,0
4,339,26,2,19,5389,51,51,105.66666666666667,1.0,1,0,1,0
4,339,31,2,14,5389,34,34,158.5,1.0,1,0,1,0
4,339,34,2,13,5389,71,71,75.90140845070422,1.0,1,0,1,0
4,339,36,2,12,5389,37,37,145.64864864864865,1.0,1,0,1,0
4,339,38,2,11,5389,52,52,103.63461538461539,1.0,1,0,1,0
4,339,44,2,10,5389,36,36,149.69444444444446,1.0,1,0,1,0
4,339,51,2,9,5389,52,52,103.63461538461539,1.0,1,0,1,0
4,339,52,2,9,5389,83,83,64.92771084337349,1.0,1,0,1,0
4,339,53,2,9,5389,84,84,64.1547619047619,1.0,1,0,1,0
4,339,56,2,8,5389,41,41,131.4390243902439,1.0,1,0,1,0
4,339,61,2,7,5389,24,24,224.54166666666666,1.0,1,0,1,0
4,339,70,2,6,5389,22,22,244.95454545454547,1.0,1,0,1,0
4,339,74,2,6,5389,32,32,168.40625,1.0,1,0,1,0
4,339,80,2,5,5389,22,22,244.95454545454547,1.0,1,0,1,0
4,339,84,2,5,5389,20,20,269.45,1.0,1,0,1,0
4,339,88,2,5,5389,14,14,384.92857142857144,1.0,1,0,1,0
4,202,4,9,50,1979,183,182,10.814207650273223,0.994535519125683,1,0,1,1
4,178,12,7,35,1753,89,88,19.696629213483146,0.9887640449438202,1,0,1,1
4,301,48,2,9,1140,52,51,21.923076923076923,0.9807692307692307,1,0,1,0
4,279,30,2,15,1140,51,50,22.352941176470587,0.9803921568627451,1,0,1,0
4,205,36,2,12,387,37,36,10.45945945945946,0.972972972972973,1,0,1,0
4,255,44,6,10,888,36,35,24.666666666666668,0.9722222222222222,1,0,1,1
4,191,74,3,6,656,32,31,20.5,0.96875,1,0,1,0
4,251,74,4,6,649,32,31,20.28125,0.96875,1,0,1,0
4,271,4,2,50,822,183,177,4.491803278688525,0.9672131147540983,1,0,1,0
4,215,12,4,35,1397,89,86,15.696629213483146,0.9662921348314607,1,0,1,0
4,94,17,3,29,2004,200,193,10.02,0.965,1,0,1,0
4,63,52,3,9,395,83,80,4.759036144578313,0.963855421686747,1,0,1,0
4,133,51,2,9,320,52,50,6.153846153846154,0.9615384615384616,1,0,1,0
4,217,51,2,9,313,52,50,6.019230769230769,0.9615384615384616,1,0,1,0
4,144,26,4,19,625,51,49,12.254901960784315,0.9607843137254902,1,0,1,0
4,191,26,3,19,656,51,49,12.862745098039216,0.9607843137254902,1,0,1,0
4,222,26,3,19,715,51,49,14.019607843137255,0.9607843137254902,1,0,1,0
4,284,17,2,29,1833,200,192,9.165,0.96,1,0,1,0
4,47,18,4,27,326,47,45,6.9361702127659575,0.9574468085106383,1,0,1,0
4,71,18,4,27,326,47,45,6.9361702127659575,0.9574468085106383,1,0,1,0
4,233,80,2,5,588,22,21,26.727272727272727,0.9545454545454546,1,0,1,0
4,234,70,2,6,530,22,21,24.09090909090909,0.9545454545454546,1,0,1,0
4,205,52,2,9,387,83,79,4.662650602409639,0.9518072289156626,1,0,1,0
4,157,56,4,8,3289,41,39,80.21951219512195,0.9512195121951219,1,0,1,0
4,229,56,3,8,693,41,39,16.902439024390244,0.9512195121951219,1,0,1,0
4,258,56,2,8,697,41,39,17.0,0.9512195121951219,1,0,1,0
4,339,1,2,218,5389,223,212,24.16591928251121,0.9506726457399103,1,0,1,0
4,204,84,3,5,1000,20,19,50.0,0.95,1,0,1,0
4,157,47,4,10,3289,78,74,42.166666666666664,0.9487179487179487,1,0,1,0
4,157,16,4,29,3289,76,72,43.276315789473685,0.9473684210526315,1,0,1,0
4,244,44,3,10,296,36,34,8.222222222222221,0.9444444444444444,1,0,1,0
4,259,44,5,10,896,36,34,24.88888888888889,0.9444444444444444,1,0,1,1
4,157,15,4,30,3289,160,151,20.55625,0.94375,1,0,1,0
4,147,51,6,9,1303,52,49,25.057692307692307,0.9423076923076923,1,0,1,1
4,215,51,4,9,1397,52,49,26.865384615384617,0.9423076923076923,1,0,1,0
4,255,26,6,19,888,51,48,17.41176470588235,0.9411764705882353,1,0,1,1
4,95,16,4,29,1819,76,71,23.93421052631579,0.9342105263157895,1,0,1,0
4,157,12,4,35,3289,89,83,36.95505617977528,0.9325842696629213,1,0,1,0
4,178,88,7,5,1753,14,13,125.21428571428571,0.9285714285714286,1,0,1,1
4,243,53,2,9,1712,84,78,20.38095238095238,0.9285714285714286,1,0,1,0
4,284,53,2,9,1833,84,78,21.821428571428573,0.9285714285714286,1,0,1,0
4,313,10,5,37,2018,11951,1863,5.922200198216055,0.923191278493558,1,0,1,1
4,236,51,5,9,303,52,48,5.826923076923077,0.9230769230769231,1,0,1,1
4,293,48,2,9,1081,52,48,20.78846153846154,0.9230769230769231,1,0,1,0
4,259,26,5,19,896,51,47,17.568627450980394,0.9215686274509803,1,0,1,1
4,271,26,2,19,822,51,47,16.11764705882353,0.9215686274509803,1,0,1,0
4,177,44,4,10,785,36,33,21.805555555555557,0.9166666666666666,1,0,1,0
4,335,47,2,10,5407,78,71,69.32051282051282,0.9102564102564102,1,0,1,0
4,339,47,2,10,5389,78,71,69.08974358974359,0.9102564102564102,1,0,1,0
4,147,12,6,35,1303,89,81,14.640449438202246,0.9101123595505618,1,0,1,1
4,156,70,2,6,305,22,20,13.863636363636363,0.9090909090909091,1,0,1,0
4,16,57,2,8,54,607,49,11.24074074074074,0.9074074074074074,1,0,1,0
4,94,67,3,7,2004,53,48,37.81132075471698,0.9056603773584906,1,0,1,0
4,202,38,9,11,1979,52,47,38.05769230769231,0.9038461538461539,1,0,1,1
4,235,51,4,9,568,52,47,10.923076923076923,0.9038461538461539,1,0,1,0
4,259,51,5,9,896,52,47,17.23076923076923,0.9038461538461539,1,0,1,1
4,95,12,4,35,1819,89,80,20.43820224719101,0.898876404494382,1,0,1,0
4,321,10,7,37,2288,11951,2039,5.223339160839161,0.8911713286713286,1,0,1,1
4,266,44,2,10,455,36,32,12.63888888888889,0.8888888888888888,1,0,1,0
4,80,12,4,35,368,89,79,4.134831460674158,0.8876404494382022,1,0,1,0
4,209,17,4,29,1720,200,177,8.6,0.885,1,0,1,0
4,271,51,2,9,822,52,46,15.807692307692308,0.8846153846153846,1,0,1,0
4,144,1,4,218,625,223,197,2.802690582959641,0.8834080717488789,1,1,1,0
4,13,17,2,29,60,200,53,3.3333333333333335,0.8833333333333333,1,0,1,0
4,215,15,4,30,1397,160,141,8.73125,0.88125,1,0,1,0
4,209,53,4,9,1720,84,74,20.476190476190474,0.8809523809523809,1,0,1,0
4,342,10,4,37,1653,11951,1455,7.2298850574712645,0.8802177858439202,1,0,1,0
4,243,17,2,29,1712,200,176,8.56,0.88,1,0,1,0
4,204,52,3,9,1000,83,73,12.048192771084338,0.8795180722891566,1,0,1,0
4,169,56,2,8,265,41,36,6.463414634146342,0.8780487804878049,1,0,1,0
4,343,10,11,37,4013,11951,3515,2.9780712683777724,0.8759033142287566,1,1,1,1
4,266,61,2,7,455,24,21,18.958333333333332,0.875,1,0,1,0
4,39,18,5,27,178,47,41,3.7872340425531914,0.8723404255319149,1,0,1,1
4,59,18,2,27,195,47,41,4.148936170212766,0.8723404255319149,1,0,1,0
4,222,1,3,218,715,223,194,3.2062780269058297,0.8699551569506726,1,0,1,0
4,204,36,3,12,1000,37,32,27.027027027027028,0.8648648648648649,1,0,1,0
4,178,70,7,6,1753,22,19,79.68181818181819,0.8636363636363636,1,0,1,1
4,260,4,3,50,1159,183,158,6.333333333333333,0.8633879781420765,1,0,1,0
4,216,44,2,10,515,36,31,14.305555555555555,0.8611111111111112,1,0,1,0
4,248,44,3,10,908,36,31,25.22222222222222,0.8611111111111112,1,0,1,0
4,31,88,2,5,423,14,12,30.214285714285715,0.8571428571428571,1,0,1,0
4,191,1,3,218,656,223,191,2.9417040358744395,0.8565022421524664,1,1,1,0
4,157,31,4,14,3289,34,29,96.73529411764706,0.8529411764705882,1,0,1,0
4,240,31,4,14,367,34,29,10.794117647058824,0.8529411764705882,1,0,1,0
4,255,31,6,14,888,34,29,26.11764705882353,0.8529411764705882,1,0,1,1
4,259,31,5,14,896,34,29,26.352941176470587,0.8529411764705882,1,0,1,1
4,147,84,6,5,1303,20,17,65.15,0.85,1,0,1,1
4,178,84,7,5,1753,20,17,87.65,0.85,1,0,1,1
4,202,47,9,10,1979,78,66,25.371794871794872,0.8461538461538461,1,0,1,1
4,207,47,2,10,1063,78,66,13.628205128205128,0.8461538461538461,1,0,1,0
4,271,47,2,10,822,78,66,10.538461538461538,0.8461538461538461,1,0,1,0
4,65,52,2,9,253,83,70,3.0481927710843375,0.8433734939759037,1,0,1,0
4,251,26,4,19,649,51,43,12.72549019607843,0.8431372549019608,1,0,1,0
4,34,36,8,12,342,37,31,9.243243243243244,0.8378378378378378,1,0,1,1
4,217,61,2,7,313,24,20,13.041666666666666,0.8333333333333334,1,0,1,0
4,147,4,6,50,1303,183,152,7.120218579234972,0.8306010928961749,1,0,1,1
4,51,18,3,27,196,47,39,4.170212765957447,0.8297872340425532,1,0,1,0
4,251,1,4,218,649,223,185,2.9103139013452917,0.8295964125560538,1,1,1,0
4,234,56,2,8,530,41,34,12.926829268292684,0.8292682926829268,1,0,1,0
4,177,31,4,14,785,34,28,23.08823529411765,0.8235294117647058,1,0,1,0
4,162,12,4,35,962,89,73,10.808988764044944,0.8202247191011236,1,0,1,0
4,172,15,3,30,1681,160,131,10.50625,0.81875,1,0,1,0
4,169,70,2,6,265,22,18,12.045454545454545,0.8181818181818182,1,0,1,0
4,207,80,2,5,1063,22,18,48.31818181818182,0.8181818181818182,1,0,1,0
4,301,67,2,7,1140,53,43,21.50943396226415,0.8113207547169812,1,0,1,0
4,147,36,6,12,1303,37,30,35.21621621621622,0.8108108108108109,1,0,1,1
4,252,18,4,27,264,47,38,5.617021276595745,0.8085106382978723,1,0,1,0
4,309,10,2,37,601,11951,484,19.885191347753743,0.8053244592346089,1,0,1,0
4,240,26,4,19,367,51,41,7.196078431372549,0.803921568627451,1,0,1,0
4,74,84,2,5,414,20,16,20.7,0.8,1,0,1,0
4,204,15,3,30,1000,160,128,6.25,0.8,1,0,1,0
4,222,31,3,14,715,34,27,21.029411764705884,0.7941176470588235,1,0,1,0
4,308,60,2,7,10813,34,27,318.02941176470586,0.7941176470588235,1,0,1,0
4,80,15,4,30,368,160,127,2.3,0.79375,1,1,1,0
4,188,4,4,50,274,183,145,1.4972677595628416,0.7923497267759563,1,1,1,0
4,53,12,5,35,614,89,70,6.898876404494382,0.7865168539325843,1,0,1,1
4,172,12,3,35,1681,89,70,18.8876404494382,0.7865168539325843,1,0,1,0
4,268,53,3,9,995,84,66,11.845238095238095,0.7857142857142857,1,0,1,0
4,248,1,3,218,908,223,175,4.071748878923767,0.7847533632286996,1,0,1,0
4,172,52,3,9,1681,83,65,20.253012048192772,0.7831325301204819,1,0,1,0
4,268,17,3,29,995,200,156,4.975,0.78,1,0,1,0
4,222,44,3,10,715,36,28,19.86111111111111,0.7777777777777778,1,0,1,0
4,63,12,3,35,395,89,69,4.438202247191011,0.7752808988764045,1,0,1,0
4,94,34,3,13,2004,71,55,28.225352112676056,0.7746478873239436,1,0,1,0
4,63,70,3,6,395,22,17,17.954545454545453,0.7727272727272727,1,0,1,0
4,94,70,3,6,2004,22,17,91.0909090909091,0.7727272727272727,1,0,1,0
4,172,70,3,6,1681,22,17,76.4090909090909,0.7727272727272727,1,0,1,0
4,205,70,2,6,387,22,17,17.59090909090909,0.7727272727272727,1,0,1,0
4,243,70,2,6,1712,22,17,77.81818181818181,0.7727272727272727,1,0,1,0
4,202,52,9,9,1979,83,64,23.843373493975903,0.7710843373493976,1,0,1,1
4,215,4,4,50,1397,183,141,7.633879781420765,0.7704918032786885,1,0,1,0
4,147,15,6,30,1303,160,122,8.14375,0.7625,1,0,1,1
4,164,84,2,5,123,20,15,6.15,0.75,1,0,1,0
4,260,61,3,7,1159,24,18,48.291666666666664,0.75,1,0,1,0
4,80,52,4,9,368,83,62,4.433734939759036,0.7469879518072289,1,0,1,0
4,215,52,4,9,1397,83,62,16.83132530120482,0.7469879518072289,1,0,1,0
4,202,15,9,30,1979,160,119,12.36875,0.74375,1,0,1,1
4,53,47,5,10,614,78,58,7.871794871794871,0.7435897435897436,1,0,1,1
4,205,12,2,35,387,89,66,4.348314606741573,0.7415730337078652,1,0,1,0
4,267,1,2,218,533,223,164,2.390134529147982,0.7354260089686099,1,1,1,0
4,172,31,3,14,1681,34,25,49.44117647058823,0.7352941176470589,1,0,1,0
4,8,52,2,9,223,83,61,2.6867469879518073,0.7349397590361446,1,1,1,0
4,95,15,4,30,1819,160,117,11.36875,0.73125,1,0,1,0
4,249,1,2,218,119,223,87,1.8739495798319328,0.7310924369747899,1,1,1,0
4,225,36,2,12,53,37,27,1.4324324324324325,0.7297297297297297,1,1,1,0
4,262,1,2,218,526,223,162,2.3587443946188342,0.726457399103139,1,1,1,0
4,219,16,4,29,1088,76,55,14.31578947368421,0.7236842105263158,1,0,1,0
4,150,52,3,9,685,83,60,8.25301204819277,0.7228915662650602,1,0,1,0
4,208,52,2,9,586,83,60,7.0602409638554215,0.7228915662650602,1,0,1,0
4,216,1,2,218,515,223,161,2.309417040358744,0.7219730941704036,1,1,1,0
4,148,12,2,35,348,89,64,3.9101123595505616,0.7191011235955056,1,0,1,0
4,171,51,11,9,176,52,37,3.3846153846153846,0.7115384615384616,1,0,1,1
4,281,51,3,9,175,52,37,3.3653846153846154,0.7115384615384616,1,0,1,0
4,320,51,2,9,176,52,37,3.3846153846153846,0.7115384615384616,1,0,1,0
4,116,61,3,7,200,24,17,8.333333333333334,0.7083333333333334,1,0,1,0
4,182,61,2,7,192,24,17,8.0,0.7083333333333334,1,0,1,0
4,20,12,4,35,274,89,63,3.0786516853932584,0.7078651685393258,1,0,1,0
4,147,26,6,19,1303,51,36,25.54901960784314,0.7058823529411765,1,0,1,1
4,261,31,2,14,76,34,24,2.235294117647059,0.7058823529411765,1,1,1,0
4,172,47,3,10,1681,78,55,21.55128205128205,0.7051282051282052,1,0,1,0
4,215,36,4,12,1397,37,26,37.75675675675676,0.7027027027027027,1,0,1,0
4,96,52,3,9,143,83,58,1.7228915662650603,0.6987951807228916,1,1,1,0
4,118,52,3,9,526,83,58,6.337349397590361,0.6987951807228916,1,0,1,0
4,183,52,2,9,143,83,58,1.7228915662650603,0.6987951807228916,1,1,1,0
4,199,52,3,9,143,83,58,1.7228915662650603,0.6987951807228916,1,1,1,0
4,293,67,2,7,1081,53,37,20.39622641509434,0.6981132075471698,1,0,1,0
4,324,82,3,5,2602,1017,708,2.5585054080629304,0.696165191740413,1,1,1,0
4,251,44,4,10,649,36,25,18.02777777777778,0.6944444444444444,1,0,1,0
4,157,53,4,9,3289,84,58,39.154761904761905,0.6904761904761905,1,0,1,0
4,233,17,2,29,588,200,138,2.94,0.69,1,1,1,0
4,213,74,3,6,187,32,22,5.84375,0.6875,1,0,1,0
4,235,26,4,19,568,51,35,11.137254901960784,0.6862745098039216,1,0,1,0
4,84,12,2,35,360,89,61,4.044943820224719,0.6853932584269663,1,0,1,0
4,22,16,2,29,119,76,52,1.5657894736842106,0.6842105263157895,1,1,1,0
4,312,10,2,37,5606,11951,3790,2.1318230467356405,0.6760613628255441,1,1,1,0
4,8,36,2,12,223,37,25,6.027027027027027,0.6756756756756757,1,0,1,0
4,157,17,4,29,3289,200,135,16.445,0.675,1,0,1,0
4,149,52,3,9,175,83,56,2.108433734939759,0.6746987951807228,1,1,1,0
4,104,12,2,35,265,89,60,2.9775280898876404,0.6741573033707865,1,1,1,0
4,134,51,5,9,106,52,35,2.0384615384615383,0.6730769230769231,1,1,1,1
4,255,51,6,9,888,52,35,17.076923076923077,0.6730769230769231,1,0,1,1
4,328,82,3,5,2026,1017,677,1.992133726647001,0.6656833824975418,1,1,1,0
4,26,17,3,29,172,200,114,1.1627906976744187,0.6627906976744186,1,1,1,0
4,162,15,4,30,962,160,106,6.0125,0.6625,1,0,1,0
4,266,1,2,218,455,223,147,2.0403587443946187,0.6591928251121076,1,1,1,0
4,87,56,3,8,325,41,27,7.926829268292683,0.6585365853658537,1,0,1,0
4,166,74,4,6,493,32,21,15.40625,0.65625,1,0,1,0
4,162,47,4,10,962,78,51,12.333333333333334,0.6538461538461539,1,0,1,0
4,335,90,2,5,5407,181,118,29.87292817679558,0.6519337016574586,1,0,1,0
4,339,90,2,5,5389,181,118,29.773480662983424,0.6519337016574586,1,0,1,0
4,34,52,8,9,342,83,54,4.120481927710843,0.6506024096385542,1,0,1,1
4,94,52,3,9,2004,83,54,24.14457831325301,0.6506024096385542,1,0,1,0
4,209,52,4,9,1720,83,54,20.72289156626506,0.6506024096385542,1,0,1,0
4,243,52,2,9,1712,83,54,20.626506024096386,0.6506024096385542,1,0,1,0
4,333,10,7,37,10112,11951,6562,1.1818631329113924,0.6489319620253164,1,1,1,1
4,149,36,3,12,175,37,24,4.72972972972973,0.6486486486486487,1,0,1,0
4,156,36,2,12,305,37,24,8.243243243243244,0.6486486486486487,1,0,1,0
4,220,36,3,12,153,37,24,4.135135135135135,0.6486486486486487,1,0,1,0
4,322,10,6,37,10750,11951,6944,1.1117209302325581,0.645953488372093,1,1,1,1
4,207,16,2,29,1063,76,49,13.986842105263158,0.6447368421052632,1,0,1,0
4,229,88,3,5,693,14,9,49.5,0.6428571428571429,1,0,1,0
4,258,88,2,5,697,14,9,49.785714285714285,0.6428571428571429,1,0,1,0
4,74,12,2,35,414,89,57,4.651685393258427,0.6404494382022472,1,0,1,0
4,236,9,5,39,303,135,86,2.2444444444444445,0.6370370370370371,1,1,1,1
4,146,70,2,6,262,22,14,11.909090909090908,0.6363636363636364,1,0,1,0
4,209,70,4,6,1720,22,14,78.18181818181819,0.6363636363636364,1,0,1,0
4,113,51,3,9,155,52,33,2.980769230769231,0.6346153846153846,1,1,1,0
4,163,51,3,9,175,52,33,3.3653846153846154,0.6346153846153846,1,0,1,0
4,212,38,2,11,136,52,33,2.6153846153846154,0.6346153846153846,1,1,1,0
4,138,57,2,8,90,607,57,6.7444444444444445,0.6333333333333333,1,0,1,0
4,325,10,2,37,9364,11951,5907,1.2762708244340026,0.6308201623237932,1,1,1,0
4,162,3,4,62,962,126,79,7.634920634920635,0.626984126984127,1,0,1,0
4,329,10,4,37,1109,11951,691,10.776375112714156,0.6230838593327321,1,0,1,0
4,335,67,2,7,5407,53,33,102.01886792452831,0.6226415094339622,1,0,1,0
4,339,67,2,7,5389,53,33,101.67924528301887,0.6226415094339622,1,0,1,0
4,147,9,6,39,1303,135,84,9.651851851851852,0.6222222222222222,1,0,1,1
4,172,16,3,29,1681,76,47,22.11842105263158,0.618421052631579,1,0,1,0
4,239,3,5,62,81,126,50,1.5555555555555556,0.6172839506172839,1,1,1,1
4,178,51,7,9,1753,52,32,33.71153846153846,0.6153846153846154,1,0,1,1
4,235,9,4,39,568,135,83,4.207407407407407,0.6148148148148148,1,0,1,0
